caption,country,dimensions,full_name,image_url,likes,location,tagged_account,timestamp,user
"Turn on Post Notification
✅Follow This Page 👇❤️👇
┏━━━━━━━━━━♛━━━━━━━━━━┓ 
🔛❤Follow @mr._vascularity_vin_cheezil
┗━━━━━━━━━━♛━━━━ ━━━━━━┛

Keep following us 💪👍🙏
@theworkoutloverz

use hashtag 👉 @theworkoutloverz

•
•
•
👤 #shoutout #shoutouts #shout #toptags #out #shoutouter #instagood #s4s #shoutoutforshoutout #shoutout4shoutout #so #so4so #soforso #gainwithmchina #kenyan #underarmour #gainwithspikes
#gainwithmtaaraw
#gainwithmuthoni
#gainwithpolasha",,"{'height': 750, 'width': 750}",FITNESS PROMOTION,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158275816_111648947620409_5150056469810060073_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=wRJdex9ffuEAX_6TqpD&oh=eb035e49aa348f9689ae5812da596156&oe=604BAB88,17,,[],2021-03-08 22:11:02,thefitnessworriers
"Getting Out
.
.
.
#instagram #photography #indoor #indoorphotography #muscle #beefy #beefyboy #hunk #beefyhunk #asianhunk #indonesianhunk #boy #asianboy #indonesianboy #gymlife #instafit #malemodel #underarmour #underarmourmen #underarmoursuperhero",ID,"{'height': 1080, 'width': 1080}",ZimAR,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158036714_130562935587436_7991377105311268865_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=BIX5fXftgBEAX_B8QPC&oh=7a9cdbbc56aa7076b83f705b0b05231d&oe=6074799C,1205,"{'street_address': '', 'zip_code': '', 'city_name': '', 'region_name': '', 'country_code': 'ID', 'exact_city_match': False, 'exact_region_match': False, 'exact_country_match': True}",['zim.a.r'],2021-03-08 22:09:37,zim.a.r
"While trying to get my sweat on....
Kids: Can I have orange 🍊?
Me: What! Hugh. Can you guys wait? I workin out.
Kids: But can you just cut it? Pleaaaasssse
Me: Ohhhkay

What did I take away from this?
Just because we have other things to do or people that we love in our lives doesn’t mean we have to stop what we doing. 
Let’s just adjust & adapt 🤙🏾",,"{'height': 936, 'width': 750}",Kanapola Mook,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158033820_520333599360988_2611323535049837390_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=IfoKFVCxfN8AX8RwBkE&oh=5462594588768123d33bb29ebc02781e&oe=604BAD03,13,,[],2021-03-08 22:09:31,ku_collective125
"💪🏽🔥🤟🏽
It is in discomfort that we become stronger.
.
.
@aitosport.tahiti @beequipped9 
.
#motivationmonday #mindset #nopainnogains #nano9 #underarmour",PF,"{'height': 1350, 'width': 1080}",Mika Vidal,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158193815_436537370939318_8304236005061410575_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=BMCkVzOpixcAX9H5KG4&oh=0ef75e3421c720682eb7f583454349f9&oe=6072FFD7,24,"{'street_address': '', 'zip_code': '', 'city_name': 'Taravao, French Polynesia', 'region_name': '', 'country_code': 'PF', 'exact_city_match': True, 'exact_region_match': False, 'exact_country_match': False}",[],2021-03-08 22:08:45,mika.vidal.tahiti
"🏋🏽‍♀️MARZO❤️
.
.
Licra corta 
Reebok crossfit 
Talla M
.
Marzo mes de la Mujer 🔥🏋🏽‍♀️
.
👀original 🔥
.
.
.
.
#marzo 
#crossfitmotivacion 
#crossfit 
#crossfitgames 
#gym 
#training 
#basketball 
#entrenamientofuncional 
#futbol 
#machala 
#santarosa 
#arenillas 
#manta 
#cuenca 
#ambato 
#guayaquil 
#crossfitpasaje 
#xfitmachala 
#spartaleo 
#tuxpafit 
#reebok 
#reebokcrossfit 
#nike 
#Adidas 
#underarmour 
#newbalance 
#puma 
#ecuador 
#enviosnacionales 
#crossfitgear_ec",EC,"{'height': 1080, 'width': 1080}",Crossfit Gear,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158874219_260230042372181_8380584946897957409_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ra14uSYzQasAX-vFP2g&oh=3c5f5b0bfe1e25b0f823dc04ee7a2344&oe=60725CD2,6,"{'street_address': '', 'zip_code': '', 'city_name': '', 'region_name': 'El Oro Province', 'country_code': 'EC', 'exact_city_match': False, 'exact_region_match': True, 'exact_country_match': False}",['crossfitgear_ec'],2021-03-08 22:07:35,crossfitgear_ec
"🔥🔥📲3113944693 🔥🔥
Somos tu Mejor Opción
.
.
.
Under Armour Original ,Hermosos diseños en gorras , top, shorts ,ropa interior , maletines camisas ,camisetas , bodys control abdomen , conjuntos deportivos ,jean y más variedad en prendas económicas !! #variedadesruiz es tu mejor opción en todo !! Tenemos los mejores precios con excelente calidad para ti y toda tu familia.
Variedad en prendas ,accesorios, calzado y mucho más . Desliza nuestro enlace en el perfil y consulta nuestros precios de locura. 
Rápido servicio domicilio 🛵
Envíos a todo el pais 🇨🇴
#zapatillasexclusivas #ropamujer #calico #shoescolombia #contraentrega #underarmour #sincelejo #celulares #tenisjordan #barranquilla #bogota #zapatillascolombia  #cali #chocó #ropadeportiva #gym #crossfitcali  #zapatillascali #ropapalmira #ropacali  #importaciones #stylejordan #medellin #buenaventura",,"{'height': 884, 'width': 1080}",VARIEDADES RUIZ,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/157775070_784318705546826_4208652804218836326_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=riKkTXQOUIwAX-jVQU0&oh=454d425b92b510474087f9173cfc0bf2&oe=6074FE05,5,,[],2021-03-08 22:06:51,variedades_ruiz
"🔥🔥📲3113944693 🔥🔥
Somos tu Mejor Opción
.
.
.
Under Armour Original ,Hermosos diseños en gorras , top, shorts ,ropa interior , maletines camisas ,camisetas , bodys control abdomen , conjuntos deportivos ,jean y más variedad en prendas económicas !! #variedadesruiz es tu mejor opción en todo !! Tenemos los mejores precios con excelente calidad para ti y toda tu familia.
Variedad en prendas ,accesorios, calzado y mucho más . Desliza nuestro enlace en el perfil y consulta nuestros precios de locura. 
Rápido servicio domicilio 🛵
Envíos a todo el pais 🇨🇴
#zapatillasexclusivas #ropamujer #calico #shoescolombia #contraentrega #underarmour #sincelejo #celulares #tenisjordan #barranquilla #bogota #zapatillascolombia  #cali #chocó #ropadeportiva #gym #crossfitcali  #zapatillascali #ropapalmira #ropacali  #importaciones #stylejordan #medellin #buenaventura",,"{'height': 1080, 'width': 1080}",VARIEDADES RUIZ,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/158158915_269093081330053_3087851371218300862_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=20nHvoN3eksAX9h8q37&oh=5925a47d4788af3cb19f0243faa9ac30&oe=6071FB0D,2,,[],2021-03-08 22:05:34,variedades_ruiz
"🤜언더아머 전국 매장을 소개합니다🤛
_
_
지점 : 언더아머 압구정점
주소 : 서울특별시 강남구 압구정로 340
📞02-516-1966
.
.
#언더아머 #underarmour #압구정",,"{'height': 640, 'width': 640}",WITH_UnderArmour,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/157802499_776974629882421_9096443826219231777_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=8snXQ2As8fcAX_66dcr&oh=706bffd3b989fb20da0c35f370deb425&oe=60726FD7,57,,['underarmour__apgujeong'],2021-03-08 22:05:31,athletic_equipment_for_workout
".
What’s your fondest baseball memory? ⚾️
.
#baseball #life #baseballmom #sports #sport #sportscenter #homerun #dodgers #mlb #activelifestyle #tryouts #coach #play #player #bball #ball #ballislife #glove #underarmour #nike #addidas #adidas #training #live #livestream #life #battingcages #funthingstodowithkids #funthingstodoinsandiego #whattodoinsandiego #travelbaseball",US,"{'height': 1226, 'width': 1080}",SoCal Batting Center,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158025439_104520314964259_3999726337337190257_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=E5kf-C8eSzQAX8R2SDN&oh=1bdf97324fa517d518c4b73cdca8db34&oe=6072A45D,38,"{'street_address': '694 Rancheros Drive', 'zip_code': '92069 inside Socal Batting Center ', 'city_name': 'San Marcos, California', 'region_name': '', 'country_code': 'US', 'exact_city_match': False, 'exact_region_match': False, 'exact_country_match': False}",[],2021-03-08 22:04:32,socalbattingcenter
"🔥🔥📲3113944693 🔥🔥
Somos tu Mejor Opción
.
.
.
Under Armour Original ,Hermosos diseños en gorras , top, shorts ,ropa interior , maletines camisas ,camisetas , bodys control abdomen , conjuntos deportivos ,jean y más variedad en prendas económicas !! #variedadesruiz es tu mejor opción en todo !! Tenemos los mejores precios con excelente calidad para ti y toda tu familia.
Variedad en prendas ,accesorios, calzado y mucho más . Desliza nuestro enlace en el perfil y consulta nuestros precios de locura. 
Rápido servicio domicilio 🛵
Envíos a todo el pais 🇨🇴
#zapatillasexclusivas #ropamujer #calico #shoescolombia #contraentrega #underarmour #sincelejo #celulares #tenisjordan #barranquilla #bogota #zapatillascolombia  #cali #chocó #ropadeportiva #gym #crossfitcali  #zapatillascali #ropapalmira #ropacali  #importaciones #stylejordan #medellin #buenaventura",,"{'height': 1080, 'width': 1080}",VARIEDADES RUIZ,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/158130527_136528855033193_5216341012721016406_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=peVZZy2Xm2EAX_fFsEw&oh=d1fb39c2dfdd1deda9d972d3922d1451&oe=60728C94,0,,[],2021-03-08 22:04:28,variedades_ruiz
"¿Que si nos gusta el negro?  Jajajaa 🙅🏽‍♂️Wakandaforever🙅🏽‍♂️

#wakandaforever #iloveblack #estilo #esclusivo #melo #cali #zapatillas #zapatos #elmejor #teamsport #black #blackfriday #nike #diesel #underarmour #newbalance #adidasshoes",,"{'height': 1080, 'width': 1080}",Team Sport,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158943828_2717322021725883_4923543251176542323_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=0AcwRlvtFVsAX96TY3K&oh=ff3917d0e4563986096e3c42549aad76&oe=607200E3,5,,[],2021-03-08 22:03:50,teamsport.co
"🔥🔥📲3113944693 🔥🔥
Somos tu Mejor Opción
.
.
.
Under Armour Original ,Hermosos diseños en gorras , top, shorts ,ropa interior , maletines camisas ,camisetas , bodys control abdomen , conjuntos deportivos ,jean y más variedad en prendas económicas !! #variedadesruiz es tu mejor opción en todo !! Tenemos los mejores precios con excelente calidad para ti y toda tu familia.
Variedad en prendas ,accesorios, calzado y mucho más . Desliza nuestro enlace en el perfil y consulta nuestros precios de locura. 
Rápido servicio domicilio 🛵
Envíos a todo el pais 🇨🇴
#zapatillasexclusivas #ropamujer #calico #shoescolombia #contraentrega #underarmour #sincelejo #celulares #tenisjordan #barranquilla #bogota #zapatillascolombia  #cali #chocó #ropadeportiva #gym #crossfitcali  #zapatillascali #ropapalmira #ropacali  #importaciones #stylejordan #medellin #buenaventura",,"{'height': 1350, 'width': 1080}",VARIEDADES RUIZ,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158613516_292344495570917_8946012608014186215_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=l6ofWCNmI5sAX-lE3zT&oh=807b84859e0197daba8337ae1cd8d417&oe=60748C5C,11,,[],2021-03-08 22:02:49,variedades_ruiz
"I ran into a beautiful lady named Victoria today. And gave her a piece of my 💙. ✋🔴 scrolling and get to work somebody needs you 🤳🏃🏾💨💨💨💨💨💨💨 I'll be right bike🌍🏃🏾💨💨💨💨💨🐿 WATCH THE FULL 🎥 ON YOUTUBE🍿👥👥👥👥👥👥👥👥👥👥👥👥👥👥👥👥👥👥👥👥👥👥👥👥❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤👣👣👣👣

🎼🎵🎶Sorry I Aint Him by 8T8 Prod. By King Corn

Yoooooooooo  I AM ⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡TF 🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙🆙😳 

WELCOME TO THE CITY🕺🏽🤳

The hustle cant be taught or bought it just has to in you🤵🏾💭💭💭💭💭💭

🤳 TAP TF OUT DAT LINK📈📊

#TAMPA #FLORIDA #TAMPAUPNEXT #FLORIDATAKEOVER #KAVADIVORECORDS #PURE #DRIPTALK #movie #NIKE #QUESTIONS #underarmour #8T8STREETSHIT #PREY4THEWEAK #life #PARTY #PATIENCE #trending #tampabaylightning #fitnessmotivation #LOOKATWHATMYEXDIDNTWANT #TAMPAFOREVER #free #energy #gatorade #420 #rap #fire #viral #newmusic #newartists",,"{'height': 750, 'width': 750}",IM ⚡🔋TF 🆙,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158071117_277106067120423_1107701812017435452_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=77HMsyQ2MB0AX8-XHaa&oh=6d8ce83556dd2fac6c7688a7734145d4&oe=604BEAD0,11,"{'street_address': '', 'zip_code': '', 'city_name': '', 'region_name': '', 'country_code': '', 'exact_city_match': False, 'exact_region_match': False, 'exact_country_match': False}",[],2021-03-08 22:01:36,8t8thahustla
"READY STOK 🔥
Celana Basket Swingman Los Angeles Lakers Black Mamba Edition Import Top Quality
.
Celana Basket yang dijual di toko kita merupakan kualitas impor. Bahan dijamin nyaman, adem, dan tidak mengecewakan. Kuallitas produk sesuai dengan HARGA yang anda bayar!
Celana Basket dibungkus rapih dengan zipper lock plastic. Segala jenis tag, emblem, dan logo sesuai dengan foto yang dilampirkan!
.
Kantong Celana kiri dan kanan ada sleting
SIZE M L XL XXL
.
SIZE CHART CELANA BASKET 
Panjang x Lebar
-----------------------------------
SIZE M - 52 cm x 33 cm
SIZE L - 53 cm x 34 cm
SIZE XL - 54 cm x 35 cm
SIZE XXL - 55 cm x 36 cm
——————————————————
.
Ready size S M L XL XXL
Logo Bordir
Harga : Rp.150.000
.
Minat?
Langsung DM atau chat WA 📞 085771117631
.
.
#celanabasket #celana #celanaolahraga #celanaolahragawanita #celanaolahragapria #celanaolahragamurah #celanaolahragacewek #celanaolahragacowok #celanaolahragabranded #celanaolahragapendek #adidas #nike #puma #underarmour #joma 
@randasport.06",,"{'height': 1080, 'width': 1080}",randasport.06,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158185289_180088513686099_4161661265077625671_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=1ssZeAENkqkAX-IlN45&oh=efd769ead0410477784d4888f842db9a&oe=6073C9F6,4,,['randasport.06'],2021-03-08 22:01:14,randasport.06
"My babies! 

.
.
.
#twins #brothers #bestfriends #fraternaltwins #momofsix #largefamily #sixkids #browneyes #boys #incollingosix #hypoxi #doubletrouble  #underarmour",,"{'height': 1080, 'width': 1080}",Andrea,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/158277712_273587611062607_8180867644797525729_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=O2QYCYvYrh4AX-DUaEZ&oh=40be02526625d23138829461fce4c4be&oe=6073C1BB,49,,[],2021-03-08 22:00:45,spoiledwithoil
"PUMA 
Dri-Fit T shirt Available 
Stretchable meterial
M to XXL 
Dm for price 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#drifit #puma #sportswear #nike #clothes #sports #underarmour #asics #pumasuede #football #gym #gymwear #pumafootball #gymwearaddicts",IN,"{'height': 1080, 'width': 1080}",,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/158492076_126615556131613_4664857847573724020_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=nHz37Brb66sAX9pBat3&oh=e9e50b93c9379e13fbd09b16972dcaaf&oe=6072CB49,9,"{'street_address': '', 'zip_code': '', 'city_name': 'Vadodara, Gujarat, India', 'region_name': '', 'country_code': 'IN', 'exact_city_match': True, 'exact_region_match': False, 'exact_country_match': False}",[],2021-03-08 21:59:50,elite_wears23
"@stpeteelite7v7  highlights
.
.

📲Make sure to hashtag your post #bighitslive #Dominate 

📲Subscribe to our YOUTUBE @bighitslive 

Follow the crew @wagnerethan
.
-
#sportshighlights #sportshighlight #sport
#hardhits #sportfights #footballhits
#footballedits #footballvideos #playoffs
#americanfootball #americanfootballplayer
#juke #jukes #explore #trending #sportsmemes#handles #hitstick #sctop10 #widereciever #houseofhighlights #jukes #overtime #makethisgoviral #popwarnerfootball #youthfootball  #underarmour #qbcoach #qbtraining #bighitslive",,"{'height': 1138, 'width': 640}",Bighitslive LLC,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158475184_291786622286254_2146026474836214361_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=On_koIKbw2IAX_tbAUO&oh=f94fc795467f1badb7c918deebc588bc&oe=604BC4A8,280,,[],2021-03-08 21:59:16,bighitslive
"Hasta para ir al GYM hay que vernos bien 😜, Unos Under Scorpio ll son una Buena Opción, Tenemos Tallas #6.0 al #9 Adquiere el Tuyo aquí!
#csventastumejoropcion #csventasdesde2015 #UnderArmour",,"{'height': 999, 'width': 1080}",ᴄꜱ ᴠᴇɴᴛᴀꜱ ꜱɴᴇᴀᴋᴇʀꜱ,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/152426243_1385013768514433_2236603818177077286_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=YzuXBQLe6OsAX_IVcCx&oh=de00f45cdf40d4bb1ee0f80cf2db4fe2&oe=6072053F,4,,[],2021-03-08 21:59:11,cs.ventas_mx
"It is funny how the people that hurt you the most are the ones who said they never would.
有意思的是，傷害你最深的人，往往是那些聲稱永遠不會傷害你的人。 ​​​

Copyright ""© 2020/2021 KAHOO Image Grooming & Photography. All Rights Reserved"".
Studio by Couture Beauty Art . Malaysia

Facebook Page-couturebeautyartkl
Instagram-couturebeautyart_kl / cbartkl
Twitter -cbartKL

+60129048075 (WhatsApp / Signal Us for more information)
👉 https://www.watsap.me/send/60129048075/photoshoot

📷PANDAN INDAH-(Atas Public Bank Pandan Indah)
1-D, Jalan Pandan Indah 1/23,Pandan Indah ,55100 KL.

📷 Waze/Google Maps Couture Beauty Art Pandan Indah

#hotguys #bodybuildermalaysia #tegaptvmalaysia #photographykl #abangsado #photoshoot #maskulinmag #lelakimalaysia #fashionmodel #pageant #mistertourismworld #malayamuscle #musclemankl #mistmalaysia
#portfolio #menfitness #underarmourmalaysia #underarmour #bodyshots #malaysiamuscle #asianmuscleboy #sexyasianguy #hotmuscle  #musclebody #muscleasian #asianmuscle #malaysiafitness #photography #kakigym #fitnessmodelmalaysia",MY,"{'height': 1350, 'width': 1080}",COUTURE BEAUTY ART STUDIO,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158077664_789308185046190_643498209274997014_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=5Uh67ZFv_uQAX_ZAQk4&oh=2488a471726b5c12a33ad4d3aa1a9c7a&oe=6073219E,11,"{'street_address': '1-D,Jalan Pandan Indah 1/23,Pandan Indah,55100 Kuala Lumpur.', 'zip_code': '55100', 'city_name': 'Kuala Lumpur, Malaysia', 'region_name': '', 'country_code': 'MY', 'exact_city_match': False, 'exact_region_match': False, 'exact_country_match': False}",[],2021-03-08 21:58:45,photo_studiocba
#bloodsweatrespect#underarmour  #workoutmotivation#legday#fitnesslifestyle,,"{'height': 1349, 'width': 1080}",Nicholas Rodriguez,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158208192_269089034593092_4392267257819006296_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=a-z-eRqMgV0AX-3NdQ0&oh=d3c1c71d32523e0725815705d08a8215&oe=60718941,25,,['therock'],2021-03-08 21:58:43,bodybuilding_nick
"Hit it hard today. Bodyweight workout for the win.
I am trying to get back to where I was pre move. 
Open and honest moment. I have struggled on and off the last bit of time. Multiple things going on and I let my emotions and heart lead me strongly which is great but can also be draining and be a source of drastic hurt. 
Fitness has been a source of relaxation and stress relief for majority of my life. 
Physical health is important for mental health so.....much. 
I have also learned through trials and obstacles. 
To quote Spiderman ""I always get back up""
I have amazing family, friends, and faith, most importantly a beautiful daughter that keeps me striving to reach for my stars and i will reach them.
Also, side note very happy to get that vascular going on. Love it. Hahaha.
#nofilter #mentalhealth #physicalhealth #bloodsweatrespect #underarmour #weightlossjourney #fitnessjourney #cleaneating #healthylifestyle #nevergiveup #ironsharpensiron #brotherskeeper #sisterskeeper #rememberwhoseyouare #faithfitness #alwaysgetbackup #vetshelpingvets",,"{'height': 1080, 'width': 1080}",Jonathan,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/158445746_143427937651474_4194118852385424426_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=51dfpzCjf18AX_rCoq3&oh=10755435e910884b8292188878d05668&oe=6073EE60,19,,[],2021-03-08 21:58:00,ironsharpensironred5
"Palmera🌴
Envíos nacionales 🇨🇴
💯% Seguros 
Foto real del producto
——————•
WhatsApp 📲 3023423796- 3103111972
DIRECT 📩

#zapatos #soyvalledupar #sincelejo #underarmour #calidad #envios #santamarta #cartagena #riohacha #bogota #moda #estilo #valledupar #nike #calzado #calzadomujer #top #puma  #montería #tenisfeminino",,"{'height': 1080, 'width': 1080}",𝑷 𝑨 𝑳 𝑴 𝑬 𝑹 𝑨 🌴𝑺 𝑻 𝑶 𝑹 𝑬,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/157755209_1149845865442436_7344234713784366328_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=KX0IUu6yqosAX8YMoVx&oh=b2ba0d1ea978e86aafed275f0e9c91a8&oe=607470C5,8,,[],2021-03-08 21:41:57,palmera.store_
"Palmera🌴
Envíos nacionales 🇨🇴
💯% Seguros 
Foto real del producto
——————•
WhatsApp 📲 3023423796- 3103111972
DIRECT 📩

#zapatos #soyvalledupar #sincelejo #underarmour #calidad #envios #santamarta #cartagena #riohacha #bogota #moda #estilo #valledupar #nike #calzado #calzadomujer #top #puma  #montería #tenisfeminino",,"{'height': 1192, 'width': 1080}",𝑷 𝑨 𝑳 𝑴 𝑬 𝑹 𝑨 🌴𝑺 𝑻 𝑶 𝑹 𝑬,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/158457341_1384122328647049_5113315653897655760_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=V6VGyqY-JJQAX9hrc5P&oh=92dc97061f675d1fe5127c3668bb5aa5&oe=60734FCC,3,,[],2021-03-08 21:41:19,palmera.store_
"Palmera🌴
Envíos nacionales 🇨🇴
💯% Seguros 
Foto real del producto
——————•
WhatsApp 📲 3023423796- 3103111972
DIRECT 📩

#zapatos #soyvalledupar #sincelejo #underarmour #calidad #envios #santamarta #cartagena #riohacha #bogota #moda #estilo #valledupar #nike #calzado #calzadomujer #top #puma  #montería #tenisfeminino",,"{'height': 1080, 'width': 1080}",𝑷 𝑨 𝑳 𝑴 𝑬 𝑹 𝑨 🌴𝑺 𝑻 𝑶 𝑹 𝑬,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/158850951_839397516609814_938426521128414106_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=dn0hUHoeLGEAX_XmFJx&oh=1b141edae3f0e8560e80bc12ef81a6ee&oe=607497B0,5,,[],2021-03-08 21:41:07,palmera.store_
"Palmera🌴
Envíos nacionales 🇨🇴
💯% Seguros 
Foto real del producto
——————•
WhatsApp 📲 3023423796- 3103111972
DIRECT 📩

#zapatos #soyvalledupar #sincelejo #underarmour #calidad #envios #santamarta #cartagena #riohacha #bogota #moda #estilo #valledupar #nike #calzado #calzadomujer #top #puma  #montería #tenisfeminino",,"{'height': 1282, 'width': 1080}",𝑷 𝑨 𝑳 𝑴 𝑬 𝑹 𝑨 🌴𝑺 𝑻 𝑶 𝑹 𝑬,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/157905537_425143992077377_2349055848304712130_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=32qyiUPK6B4AX9fFuoa&oh=3f05dedeb8fca6be6f644df88a64bc98&oe=60748B40,7,,[],2021-03-08 21:39:33,palmera.store_
"How are you staying active during red zone restrictions?
-
🛍: @towneshoppe 
✨: @zakparlette
-
#photography #photoshoot #towneshoppe #hmphotography #malemodel #malemodels #malefashion #underarmour #skechers #ootd #apple #menswear #photooftheday #windsoressex #windsoressexcounty #windsorphotographer #mensstyle #mensfashion #mensfashionpost #mensoutfit #canoncanada #canonphotography #canonphotographer #canon #canonphoto #ontariocanada #fashion #theonlywayisthrough #skecherscanada #knowthefeeling",CA,"{'height': 1350, 'width': 1080}",Hailey Mallat Photography,https://instagram.ffxe1-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/154850726_267396014781825_6339676589527611632_n.jpg?tp=1&_nc_ht=instagram.ffxe1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=-zOSgriEkcUAX93xzq6&oh=3828f209a21d8b538ca6dbf97c2a6bcc&oe=60735D02,81,"{'street_address': '', 'zip_code': '', 'city_name': 'Amherstburg, Ontario', 'region_name': '', 'country_code': 'CA', 'exact_city_match': True, 'exact_region_match': False, 'exact_country_match': False}","['apple', 'underarmour', 'billabong', 'skechers', 'underarmourca', 'skechers.canada', 'towneshoppe', 'zakparlette']",2021-03-01 11:01:11,hailey_mallat_photography
